0,Road,Discription,LRP,Offset,Chainage,LRP2,Offset2,Chainage2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),Simple Road
Z7041-3,Z7041-3,Srifaltola(Int. with Z7042)-Terakhada,LRPS,3880,3.88,LRP021,1143,22.186,18.306,0.0,260.0,386.0,0.0,140.0,82.0,18.0,55.0,913.0,920.0,914.0,890.0,0.0,2774.0,1804.0,4578.0,4578.0,Z7041
Z7042-1,Z7042-1,Sriphaltala-Sener Bazar,LRPS,0,0,LRP004,1000,4.66,4.660,0.0,79.0,231.0,0.0,33.0,29.0,2.0,35.0,996.0,987.0,1038.0,1057.0,0.0,2392.0,2095.0,4487.0,4487.0,Z7042
Z7043-1,Z7043-1,Fultala-Dumuria,LRPS,0,0,LRP029,15,28.78,28.780,0.0,79.0,231.0,0.0,33.0,29.0,2.0,35.0,996.0,987.0,1038.0,1057.0,0.0,2392.0,2095.0,4487.0,4487.0,Z7043
Z7045-1,Z7045-1,Terokhada-Mollahhat,LRPS,0,0,LRP018,2460,19.987,19.987,12.0,23.0,30.0,0.0,65.0,7.0,7.0,8.0,681.0,1025.0,891.0,731.0,0.0,1858.0,1622.0,3480.0,3480.0,Z7045
Z7047-1,Z7047-1,Terokhada-Kalia,LRPS,0,0,LRP011,2621,13.68,13.680,0.0,82.0,161.0,0.0,20.0,25.0,11.0,4.0,558.0,469.0,450.0,370.0,0.0,1330.0,820.0,2150.0,2150.0,Z7047
Z7050-1,Z7050-1,Jessore Cantonment-Shadinata Sarani,LRPS,0,0,LRPS,1000,1,1.000,0.0,6.0,0.0,0.0,0.0,69.0,359.0,59.0,1233.0,922.0,1873.0,966.0,0.0,2648.0,2839.0,5487.0,5487.0,Z7050
Z7054-1,Z7054-1,Chitalmari- Tungipara (Patgati),LRPS,0,0,LRP013,770,13.8,13.800,0.0,54.0,43.0,0.0,57.0,34.0,40.0,32.0,1230.0,1078.0,800.0,854.0,0.0,2568.0,1654.0,4222.0,4222.0,Z7054
Z7057-1,Z7057-1,Kaliganj-Int.with N702,LRPS,0,0,LRP021,807,21.233,21.233,0.0,38.0,127.0,0.0,0.0,8.0,11.0,1.0,667.0,625.0,1039.0,186.0,2.0,1477.0,1227.0,2704.0,2704.0,Z7057
Z7057-2,Z7057-2,Int.with N702-Bagherpara,LRP021,807,21.233,LRPE,0,33.438,12.205,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7057
Z7058-1,Z7058-1,Sutighata-Bolianpur (int.with Z7059),LRPS,0,0,LRP003,14,2.013,2.013,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7058
Z7058-2,Z7058-2,Bolianpur(int.with Z7059)-Dakuria,LRP003,14,2.013,LRP013,1100,13.1,11.087,0.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,316.0,270.0,354.0,223.0,0.0,614.0,577.0,1191.0,1191.0,Z7058
Z7059-1,Z7059-1,Bolianpur-Kuada,LRPS,0,0,LRPS,1300,1.3,1.300,0.0,74.0,19.0,0.0,0.0,0.0,0.0,0.0,348.0,434.0,631.0,327.0,0.0,875.0,958.0,1833.0,1833.0,Z7059
Z7102-1,Z7102-1,Rajbari (Int.with R710) - Modhukhali (Int.with N7),LRPS,0,0,LRP036,993,36.533,36.533,0.0,161.0,130.0,31.0,138.0,104.0,71.0,63.0,1408.0,1156.0,857.0,902.0,0.0,3262.0,1759.0,5021.0,5021.0,Z7102
Z7105-1,Z7105-1,Iswardi-Int.with R710,LRPS,0,0,LRPS,4955,4.955,4.955,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7105
Z7105-2,Z7105-2,Int.with R710-Bhabaniganj,LRPS,4955,4.955,LRPE,0,14.65,9.695,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7105
Z7106-1,Z7106-1,Jamtala (Int.with N7) - Int.with R711,LRPS,0,0,LRP005,17140,22.3,22.300,0.0,0.0,17.0,0.0,1.0,4.0,4.0,2.0,725.0,353.0,465.0,433.0,31.0,1106.0,929.0,2035.0,2035.0,Z7106
Z7106-2,Z7106-2,Int.with R711-Habashpur,LRP005,17140,22.3,LRPE,0,48.789,26.489,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7106
Z7108-1,Z7108-1,Goalanda (Int.with N7) - Faridpur (Int.with N803),LRPS,0,0,LRP014,3980,18.2,18.200,0.0,125.0,153.0,0.0,72.0,67.0,41.0,50.0,1174.0,768.0,563.0,607.0,1.0,2450.0,1171.0,3621.0,3621.0,Z7108
Z7108-2,Z7108-2,Faridpur (Int.with N803) - Char Bhadrasan (Int.with Z8402),LRP014,3980,18.2,LRP014,7210,21.43,3.230,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7108
Z7108-3,Z7108-3,Char Bhadrasan (Int.with Z8402) - Sadarpur (Int.with Z8401),LRP014,7210,21.43,LRP014,32422,46.642,25.212,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7108
Z7108-4,Z7108-4,Sadarpur (Int.with Z8401) - Tarail (Int.with N8),LRP014,32422,46.642,LRPE,0,64.697,18.055,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7108
Z7201-1,Z7201-1,Arpara-Shalikha,LRPS,0,0,LRP011,423,11.515,11.515,0.0,213.0,92.0,60.0,60.0,119.0,42.0,50.0,1148.0,597.0,418.0,594.0,0.0,2381.0,1012.0,3393.0,3393.0,Z7201
Z7404-1,Z7404-1,Amtali-Alamdanga,LRPS,0,0,LRP056b,2264,56.121,56.121,4.0,20.0,38.0,0.0,83.0,16.0,11.0,6.0,550.0,435.0,646.0,321.0,0.0,1163.0,967.0,2130.0,2130.0,Z7404
Z7405-1,Z7405-1,Shekhpara-Shailkupa (int.with Z7458),LRPS,0,0,LRP012,890,11.9,11.900,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7405
Z7405-2,Z7405-2,Shailkupa (int.with Z7458)-Langalbandh (Bus Stand),LRP012,890,11.9,LRPE,0,26.982,15.082,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7405
Z7406-1,Z7406-1,Int.with N712-Int.with Z7457,LRPS,0,0,LRPE,0,1.29,1.290,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7406
Z7407-1,Z7407-1,Rail Station-Court More,LRPS,0,0,LRPS,2330,2.33,2.330,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7407
Z7408-1,Z7408-1,WAPDA More-Kalibari,LRPS,0,0,LRPS,1000,1,1.000,43.0,202.0,159.0,67.0,5.0,94.0,50.0,77.0,987.0,911.0,318.0,265.0,0.0,2595.0,583.0,3178.0,3178.0,Z7408
Z7409-1,Z7409-1,Bheramara Rail Station-Int.with N704,LRPS,0,0,LRP003,30,3.067,3.067,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7409
Z7409-2,Z7409-2,Int.with N704-Bheramara Ferry Gaht,LRP003,30,3.067,LRP003,3150,6.187,3.120,43.0,202.0,159.0,67.0,5.0,94.0,50.0,77.0,987.0,911.0,318.0,265.0,0.0,2595.0,583.0,3178.0,3178.0,Z7409
Z7411-1,Z7411-1,Bheramara (Bara Mile)-Int.with Z7463,LRPS,0,0,LRP002,894,1.964,1.964,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7411
Z7411-2,Z7411-2,Int.with Z7463-Daulatpur,LRP002,894,1.964,LRP020,1505,20.54,18.576,4.0,122.0,74.0,21.0,135.0,61.0,69.0,25.0,1222.0,1883.0,1004.0,444.0,0.0,3616.0,1448.0,5064.0,5064.0,Z7411
Z7412-1,Z7412-1,Daulatpur-Mathurapur High School,LRPS,0,0,LRP011,1400,12.4,12.400,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7412
Z7451-1,Z7451-1,8th km of Kushtia-Meherpur Highway to Miupur Thana Connecting Road,LRPS,0,0,LRPS,2090,2.09,2.090,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7451
Z7452-1,Z7452-1,Gangni--Kulbaria,LRPS,0,0,LRP020,210,20.35,20.350,0.0,44.0,51.0,0.0,59.0,12.0,9.0,7.0,950.0,993.0,1048.0,152.0,0.0,2125.0,1200.0,3325.0,3325.0,Z7452
Z7456-1,Z7456-1,Bamundi-Hatboalia(int.with Z7464),LRPS,0,0,LRP008,4627,12.552,12.552,0.0,55.0,50.0,3.0,49.0,18.0,12.0,10.0,1447.0,1098.0,804.0,338.0,0.0,2742.0,1142.0,3884.0,3884.0,Z7456
Z7456-2,Z7456-2,Hatboalia(int.with Z7464)-Alamdanga,LRP008,4627,12.552,LRPE,0,24.183,11.631,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7456
Z7457-1,Z7457-1,Jhenaidah (DC office)-Harinakunda,LRPS,0,0,LRP018,2530,19.884,19.884,0.0,55.0,50.0,3.0,49.0,18.0,12.0,10.0,1447.0,1098.0,804.0,338.0,0.0,2742.0,1142.0,3884.0,3884.0,Z7457
Z7458-1,Z7458-1,Garagonj-Shailkupa,LRPS,0,0,LRPE,0,6.224,6.224,0.0,47.0,158.0,0.0,65.0,40.0,0.0,32.0,822.0,3503.0,361.0,178.0,0.0,4667.0,539.0,5206.0,5206.0,Z7458
Z7460-1,Z7460-1,Dakbanglow Bazar-Gopalpur(int.with Z7024),LRPS,0,0,LRP011,86,9.841,9.841,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7460
Z7460-2,Z7460-2,(int.with Z7024)Gopalpur-Kaliganj,LRP011,86,9.841,LRP023,1508,23.083,13.242,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7460
Z7461-1,Z7461-1,Mirpur-Pragpur BDR Camp Road,LRPS,0,0,LRPE,0,35.4,35.400,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7461
Z7463-1,Z7463-1,GK Bandh 3no Bridge-Mirpur,LRPS,0,0,LRP009,2690,10.93,10.930,4.0,141.0,125.0,0.0,64.0,24.0,12.0,11.0,520.0,485.0,477.0,368.0,0.0,1386.0,845.0,2231.0,2231.0,Z7463
Z7464-1,Z7464-1,Sadarpur-Hatboalia,LRPS,0,0,LRP015,1390,15.957,15.957,4.0,141.0,125.0,0.0,64.0,24.0,12.0,11.0,520.0,485.0,477.0,368.0,0.0,1386.0,845.0,2231.0,2231.0,Z7464
Z7465-1,Z7465-1,Sadarpur Bazar-Int.with R745,LRPS,0,0,LRPS,448,0.448,0.448,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7465
Z7465-2,Z7465-2,Int.with R745-Wapda More (int.with R747),LRPS,448,0.448,LRPE,0,17.195,16.747,0.0,230.0,214.0,0.0,0.0,5.0,0.0,4.0,759.0,855.0,827.0,343.0,28.0,2067.0,1198.0,3265.0,3265.0,Z7465
Z7466-1,Z7466-1,Meherpur-Kaliganj,LRPS,0,0,LRP007,2950,10.16,10.160,0.0,4.0,12.0,0.0,0.0,0.0,7.0,0.0,179.0,336.0,738.0,69.0,0.0,538.0,807.0,1345.0,1345.0,Z7466
Z7467-1,Z7467-1,Amjhupi-Int.with R745,LRPS,0,0,LRP002,1380,3.45,3.450,0.0,128.0,96.0,0.0,0.0,77.0,40.0,58.0,1395.0,1400.0,1683.0,1176.0,7.0,3194.0,2866.0,6060.0,6060.0,Z7467
Z7467-2,Z7467-2,Int.with R745-Noapara,LRP002,1380,3.45,LRP010,1090,11.25,7.800,0.0,128.0,96.0,0.0,0.0,77.0,40.0,58.0,1395.0,1400.0,1683.0,1176.0,7.0,3194.0,2866.0,6060.0,6060.0,Z7467
Z7468-1,Z7468-1,Chandpur (int.with R745)-Jatarpur,LRPS,0,0,LRPE,0,11.665,11.665,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7468
Z7469-1,Z7469-1,Mujibnagar-BGB Camp,LRPS,0,0,LRPE,0,1.824,1.824,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7469
Z7488-1,Z7488-1,Nayanipara-Gopalpur,LRPS,0,0,LRP014,2035,15.685,15.685,0.0,30.0,45.0,0.0,4.0,23.0,7.0,13.0,439.0,425.0,500.0,332.0,0.0,986.0,832.0,1818.0,1818.0,Z7488
Z7489-1,Z7489-1,Chandpara-Int.with Z7024,LRPS,0,0,LRP017,744,16.375,16.375,0.0,5.0,28.0,0.0,0.0,0.0,11.0,2.0,302.0,320.0,471.0,153.0,2.0,668.0,626.0,1294.0,1294.0,Z7489
Z7489-2,Z7489-2,Int.with Z7024-Khalishpur,LRP017,744,16.375,LRP034,6970,38.655,22.280,0.0,5.0,28.0,0.0,0.0,0.0,11.0,2.0,302.0,320.0,471.0,153.0,2.0,668.0,626.0,1294.0,1294.0,Z7489
Z7501-1,Z7501-1,Charavita-Bagherpara,LRPS,0,0,LRP003,1310,4.34,4.340,0.0,77.0,84.0,0.0,96.0,8.0,24.0,6.0,457.0,524.0,421.0,285.0,0.0,1276.0,706.0,1982.0,1982.0,Z7501
Z7502-1,Z7502-1,Narail-Kalia,LRPS,0,0,LRPE,0,25.125,25.125,3.0,56.0,47.0,9.0,57.0,17.0,8.0,12.0,149.0,538.0,354.0,233.0,1.0,896.0,588.0,1484.0,1484.0,Z7502
Z7503-1,Z7503-1,Lohagara Bazar-Naragati,LRPS,0,0,LRPE,0,23.485,23.485,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7503
Z7504-1,Z7504-1,Narail (Tularampur)- Maijpara,LRPS,0,0,LRPE,0,9.5,9.500,0.0,24.0,132.0,0.0,26.0,54.0,23.0,30.0,933.0,965.0,797.0,516.0,17.0,2187.0,1330.0,3517.0,3517.0,Z7504
Z7505-1,Z7505-1,Shimakhali-Int.with Z7502,LRPS,0,0,LRPS,1960,1.96,1.960,0.0,46.0,57.0,25.0,66.0,36.0,41.0,44.0,1693.0,1057.0,687.0,615.0,0.0,3065.0,1302.0,4367.0,4367.0,Z7505
Z7505-2,Z7505-2,Int.with Z7502-Sitarampur,LRPS,1960,1.96,LRPE,0,3.92,1.960,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7505
Z7506-1,Z7506-1,Lohagara-Mohammadpur,LRPS,0,0,LRP061,930,61.265,61.265,0.0,1.0,36.0,0.0,0.0,4.0,2.0,2.0,367.0,473.0,478.0,327.0,0.0,885.0,805.0,1690.0,1690.0,Z7506
Z7551-1,Z7551-1,Monirampur-Int.with Z7619,LRPS,0,0,LRP013,3585,15.097,15.097,4.0,80.0,110.0,0.0,0.0,86.0,9.0,9.0,299.0,341.0,252.0,236.0,0.0,938.0,488.0,1426.0,1426.0,Z7551
Z7551-2,Z7551-2,Int.with Z7619-Jhikorgachha,LRP013,3585,15.097,LRP018,940,17.49,2.393,0.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,541.0,434.0,757.0,696.0,0.0,989.0,1453.0,2442.0,2442.0,Z7551
Z7552-1,Z7552-1,Keshabpur-Int.with Z7619,LRPS,0,0,LRP007,314,6.304,6.304,41.0,384.0,230.0,0.0,0.0,60.0,55.0,71.0,1005.0,858.0,717.0,714.0,0.0,2704.0,1431.0,4135.0,4135.0,Z7552
Z7552-2,Z7552-2,Int.with Z7619-Kalarawa,LRP007,314,6.304,LRP021,1018,19.925,13.621,0.0,180.0,148.0,0.0,0.0,18.0,191.0,11.0,1108.0,856.0,750.0,661.0,0.0,2512.0,1411.0,3923.0,3923.0,Z7552
Z7553-1,Z7553-1,Keshabpur-Boishen More (int.with Z7552),LRPS,0,0,LRP002,255,2.275,2.275,0.0,61.0,77.0,6.0,38.0,36.0,16.0,23.0,934.0,1659.0,2122.0,1919.0,0.0,2850.0,4041.0,6891.0,6891.0,Z7553
Z7553-2,Z7553-2,Boishen More(int.with Z7552)- Betgram,LRP002,255,2.275,LRP032,490,33.07,30.795,0.0,61.0,77.0,6.0,38.0,36.0,16.0,23.0,934.0,1659.0,2122.0,1919.0,0.0,2850.0,4041.0,6891.0,6891.0,Z7553
Z7602-1,Z7602-1,Laboni More -Alipur (Intersection with N713),LRPS,0,0,LRP005,263,5.273,5.273,1.0,177.0,340.0,101.0,191.0,177.0,79.0,110.0,2726.0,2176.0,1208.0,911.0,0.0,6078.0,2119.0,8197.0,8197.0,Z7602
Z7602-2,Z7602-2,Alipur (Int With N713)- Kaliganj,LRP005,263,5.273,LRP033,2000,35.04,29.767,1.0,177.0,340.0,101.0,191.0,177.0,79.0,110.0,2726.0,2176.0,1208.0,911.0,0.0,6078.0,2119.0,8197.0,8197.0,Z7602
Z7603-1,Z7603-1,Sathkhira-Assasuni(int.with Z7618),LRPS,0,0,LRP023,1283,24.305,24.305,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7603
Z7603-2,Z7603-2,Assasuni(int.with Z7618)-Paikgachha,LRP023,1283,24.305,LRP026,26388,52,27.695,0.0,113.0,195.0,0.0,244.0,57.0,24.0,56.0,966.0,1063.0,840.0,596.0,0.0,2718.0,1436.0,4154.0,4154.0,Z7603
Z7604-1,Z7604-1,Betgram (18 Mile Bazar)-Tala(int.with Z7613),LRPS,0,0,LRP008,2,8.012,8.012,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7604
Z7604-2,Z7604-2,Tala(int.with Z7613)-int.with Z7603,LRP008,2,8.012,LRP030,3352,33.442,25.430,0.0,119.0,124.0,0.0,46.0,27.0,0.0,19.0,1025.0,760.0,735.0,728.0,0.0,2120.0,1463.0,3583.0,3583.0,Z7604
Z7604-3,Z7604-3,int.with Z7603-Koyra,LRP030,3352,33.442,LRPE,0,63.585,30.143,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7604
Z7605-1,Z7605-1,Satkhira Town Bypass,LRPS,0,0,LRPS,12350,12.35,12.350,0.0,113.0,195.0,0.0,244.0,57.0,24.0,56.0,966.0,1063.0,840.0,596.0,0.0,2718.0,1436.0,4154.0,4154.0,Z7605
Z7606-1,Z7606-1,Gollamari-Int.with N709,LRPS,0,0,LRP002,462,1.574,1.574,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7606
Z7606-2,Z7606-2,Int.with N709-Dacope,LRP002,462,1.574,LRP022,2100,23.142,21.568,0.0,23.0,66.0,0.0,46.0,37.0,0.0,19.0,747.0,647.0,331.0,406.0,0.0,1585.0,737.0,2322.0,2322.0,Z7606
Z7607-1,Z7607-1,Shakhipur-Debhata,LRPS,0,0,LRP006,473,5.423,5.423,0.0,12.0,134.0,103.0,83.0,140.0,32.0,131.0,1794.0,1193.0,882.0,498.0,0.0,3622.0,1380.0,5002.0,5002.0,Z7607
Z7609-1,Z7609-1,Banshipur-Munshiganj,LRPS,0,0,LRP010,597,10.605,10.605,4.0,40.0,41.0,54.0,77.0,37.0,39.0,19.0,892.0,1523.0,1086.0,697.0,0.0,2726.0,1783.0,4509.0,4509.0,Z7609
Z7610-1,Z7610-1,Koyra-Shyamnagar,LRPS,0,0,LRP032,8000,40,40.000,0.0,103.0,119.0,1.0,27.0,17.0,12.0,5.0,605.0,526.0,473.0,335.0,0.0,1415.0,808.0,2223.0,2223.0,Z7610
Z7613-1,Z7613-1,Tala-Patkelghata,LRPS,0,0,LRP010,25,10.1,10.100,8.0,48.0,131.0,21.0,12.0,17.0,9.0,36.0,816.0,792.0,506.0,85.0,1.0,1890.0,592.0,2482.0,2482.0,Z7613
Z7615-1,Z7615-1,Dacope-Tala,LRPS,0,0,LRP027,4390,30.1,30.100,0.0,23.0,66.0,0.0,46.0,37.0,0.0,19.0,747.0,647.0,331.0,406.0,0.0,1585.0,737.0,2322.0,2322.0,Z7615
Z7617-1,Z7617-1,Kaliganj-Shyamnagar(int.with Z7610),LRPS,0,0,LRP015,670,15.704,15.704,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7617
Z7617-2,Z7617-2,Shyamnagar(int.with Z7610)-Banshipur(int.with Z7609),LRP015,670,15.704,LRP019,248,19.317,3.613,33.0,228.0,173.0,31.0,88.0,48.0,24.0,32.0,740.0,1401.0,823.0,321.0,0.0,2798.0,1144.0,3942.0,3942.0,Z7617
Z7617-3,Z7617-3,Banshipur(int.with Z7609)-Vetkhali,LRP019,248,19.317,LRP027,177,27.285,7.968,33.0,228.0,173.0,31.0,88.0,48.0,24.0,32.0,740.0,1401.0,823.0,321.0,0.0,2798.0,1144.0,3942.0,3942.0,Z7617
Z7618-1,Z7618-1,Assasuni-Shyamnagar,LRPS,0,0,LRP031,754,31.945,31.945,33.0,228.0,173.0,31.0,88.0,48.0,24.0,32.0,740.0,1401.0,823.0,321.0,0.0,2798.0,1144.0,3942.0,3942.0,Z7618
Z7619-1,Z7619-1,Modhanpur College More-Trimohoni Bazar,LRPS,0,0,LRP026,20,24.87,24.870,0.0,19.0,28.0,0.0,1.0,8.0,21.0,1.0,883.0,851.0,698.0,443.0,0.0,1812.0,1141.0,2953.0,2953.0,Z7619
Z7701-1,Z7701-1,Morelganj (CARE Bazar)-Mongla,LRPS,0,0,LRP003,22892,25.892,25.892,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,847.0,881.0,340.0,709.0,0.0,1784.0,1049.0,2833.0,2833.0,Z7701
Z7702-1,Z7702-1,Signboard-Pingoria(int.with Z7718),LRPS,0,0,LRP001,3613,3.621,3.621,0.0,302.0,326.0,138.0,138.0,119.0,27.0,49.0,537.0,1036.0,754.0,882.0,0.0,2672.0,1636.0,4308.0,4308.0,Z7702
Z7702-2,Z7702-2,Pingoria(int.with Z7718)-Morelganj,LRP001,3613,3.621,LRP001,16446,16.454,12.833,0.0,75.0,74.0,33.0,50.0,16.0,18.0,10.0,1100.0,849.0,589.0,707.0,0.0,2225.0,1296.0,3521.0,3521.0,Z7702
Z7702-2,Z7702-2,Pingoria(int.with Z7718)-Morelganj,LRP001,3613,3.621,LRP001,16446,16.454,12.833,0.0,40.0,134.0,4.0,100.0,85.0,13.0,9.0,865.0,1037.0,696.0,649.0,0.0,2287.0,1345.0,3632.0,3632.0,Z7702
Z7702-3,Z7702-3,Morelganj-Morelganj (CARE Bazar),LRP001,16446,16.454,LRP024,3040,25.988,9.534,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7702
Z7702-4,Z7702-4,Morelganj (CARE Bazar)-Bogi,LRP024,3040,25.988,LRP053,202,52.039,26.051,0.0,75.0,74.0,33.0,50.0,16.0,18.0,10.0,1100.0,849.0,589.0,707.0,0.0,2225.0,1296.0,3521.0,3521.0,Z7702
Z7703-1,Z7703-1,Signboard-Kachua,LRPS,0,0,LRP007,1455,7.45,7.450,6.0,73.0,52.0,40.0,58.0,43.0,28.0,48.0,637.0,535.0,734.0,621.0,0.0,1520.0,1355.0,2875.0,2875.0,Z7703
Z7704-1,Z7704-1,Pirojpur-Brahmonkati (int.with Z7715),LRPS,0,0,LRPS,1571,1.571,1.571,0.0,25.0,43.0,23.0,27.0,16.0,13.0,9.0,434.0,496.0,402.0,373.0,0.0,1086.0,775.0,1861.0,1861.0,Z7704
Z7704-2,Z7704-2,Brahmonkati(int.with Z7715)-Nazirpur (Int. with Z7710),LRPS,1571,1.571,LRP014,1064,15.045,13.474,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7704
Z7704-3,Z7704-3,Nazirpur (Int. with Z7710)-Patgati (Int. with Z7054),LRP014,1064,15.045,LRP037,200,36.754,21.709,0.0,25.0,42.0,20.0,27.0,15.0,13.0,9.0,431.0,496.0,400.0,354.0,0.0,1078.0,754.0,1832.0,1832.0,Z7704
Z7704-4,Z7704-4,Patgati (Int. with Z7054)-Patgati (Int. with Z8504),LRP037,200,36.754,LRP039,533,39.057,2.303,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7704
Z7704-5,Z7704-5,Patgati (Int. with Z8504)-Ghonapara(int.with N805),LRP039,533,39.057,LRPE,0,49.064,10.007,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7704
Z7705-1,Z7705-1,Morelganj-Zianagar (Ghosherhat Bazar),LRPS,0,0,LRPS,12920,12.92,12.920,0.0,25.0,43.0,23.0,27.0,16.0,13.0,9.0,434.0,496.0,402.0,373.0,0.0,1086.0,775.0,1861.0,1861.0,Z7705
Z7706-1,Z7706-1,Nazirpur-Sreeramkathi (Int with Z7707),LRPS,0,0,LRPS,2990,2.99,2.990,0.0,25.0,43.0,23.0,27.0,16.0,13.0,9.0,434.0,496.0,402.0,373.0,0.0,1086.0,775.0,1861.0,1861.0,Z7706
Z7707-1,Z7707-1,Pirojpur (Hularhat)-Sreeramkathi (Int with Z7706),LRPS,0,0,LRP012,1990,13.99,13.990,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7707
Z7707-2,Z7707-2,Sreeramkathi (Int with Z7706)-Swarupkathi,LRP012,1990,13.99,LRP012,19000,31,17.010,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7707
Z7708-1,Z7708-1,Bagerhat (Muniganj)-Chitalmari,LRPS,0,0,LRP024,490,24.5,24.500,0.0,79.0,112.0,0.0,104.0,12.0,23.0,14.0,948.0,463.0,294.0,321.0,0.0,1755.0,615.0,2370.0,2370.0,Z7708
Z7709-1,Z7709-1,Pirojpur Kheyaghat-Int.with R870,LRPS,0,0,LRPS,1079,1.079,1.079,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,"*
                              

                                NS",Z7709
